carat,cut,color,clarity,depth,table,price,x,y,z,latitude,longitude 
0.3,Good,G,VVS1,64.0,57.0,878,4.27,4.23,2.72,41.2561111,-83.0516667
0.39,Premium,G,SI1,60.9,58.0,878,4.73,4.7,2.87,41.3947222,-73.4544444
0.3,Ideal,G,VVS2,62.2,55.0,878,4.33,4.29,2.68,43.9,-78.866667
0.4,VeryGood,E,VS2,62.0,60.0,879,4.67,4.69,2.9,34.4436111,-118.6086111
0.34,Premium,G,IF,60.5,58.0,879,4.47,4.52,2.72,43.6552778,-88.1644444
0.31,Premium,E,VS1,62.6,60.0,879,4.33,4.29,2.7,41.0127778,-81.6052778
0.38,Ideal,G,VVS2,62.0,57.0,879,4.64,4.66,2.89,31.2133333,-82.3541667
0.38,Ideal,G,VVS2,60.0,56.0,879,4.72,4.76,2.84,39.4666667,-87.4138889
0.32,Ideal,E,VVS1,61.7,55.0,879,4.38,4.41,2.71,33.6694444,-117.8222222
0.38,Ideal,F,VS1,59.8,57.0,879,4.72,4.75,2.84,39.6180556,-75.0761111
0.31,Ideal,D,VS2,59.4,57.0,879,4.5,4.45,2.66,39.0416667,-76.0666667
0.35,Premium,F,VS2,60.4,59.0,879,4.57,4.54,2.75,35.5225,-97.6186111
0.35,Premium,F,VS2,60.9,57.0,879,4.58,4.55,2.78,44.5163889,-116.0408333
0.31,Ideal,D,VS2,59.4,56.0,879,4.45,4.4,2.63,33.7222222,-116.3736111
0.31,Ideal,D,VS2,61.8,56.0,879,4.39,4.35,2.7,40.9477778,-90.3711111
0.3,VeryGood,D,VVS2,59.6,61.0,880,4.39,4.34,2.6,45.0061111,-93.1563889
0.43,Ideal,G,VS1,61.2,57.0,880,4.83,4.88,2.97,31.9616667,-89.87
0.33,Ideal,F,VVS1,61.9,55.0,880,4.44,4.48,2.76,51.266667,-114.016667
0.33,Ideal,F,VVS1,62.6,54.0,880,4.44,4.47,2.79,49.683333,-125.0
0.33,Ideal,F,VVS1,62.5,54.0,880,4.43,4.46,2.78,47.322322,-122.312622
0.33,Ideal,F,VVS1,62.4,54.0,880,4.44,4.47,2.78,42.8863889,-78.8786111
0.33,Ideal,F,VVS1,62.0,55.0,880,4.44,4.47,2.76,52.12785,1.435047
0.33,Ideal,F,VVS1,60.6,57.0,880,4.51,4.53,2.74,42.4775,-83.0277778
0.33,Ideal,F,VVS1,61.8,53.0,880,4.48,4.51,2.78,34.8697222,-111.7602778
0.33,Ideal,F,VVS1,61.7,55.0,880,4.42,4.46,2.74,36.4336111,-99.39
0.33,Ideal,F,VVS1,61.9,54.0,880,4.42,4.46,2.75,40.7141667,-74.0063889
0.34,Premium,F,VS2,59.2,60.0,880,4.6,4.56,2.71,42.0333333,-70.9597222
0.34,Premium,F,VS2,61.2,59.0,880,4.53,4.49,2.76,37.3394444,-121.8938889
0.34,Premium,H,VVS2,62.7,59.0,880,4.47,4.43,2.79,41.254496,-82.399611
0.34,Premium,H,VVS2,61.4,58.0,880,4.5,4.46,2.75,-39.492844,176.912018
0.34,Ideal,H,VVS2,61.8,54.0,880,4.49,4.47,2.77,28.635308,77.22496
0.34,Ideal,H,VVS2,62.2,55.0,880,4.49,4.48,2.79,47.6588889,-117.425
0.34,VeryGood,G,VS1,63.1,57.0,880,4.45,4.4,2.79,30.4505556,-91.1544444
0.34,Premium,G,VS1,60.4,61.0,880,4.53,4.48,2.72,37.3394444,-121.8938889
0.34,Ideal,F,VS2,61.0,57.0,880,4.5,4.48,2.74,41.3325,-73.2077778
0.34,Ideal,F,VS2,62.5,55.0,880,4.51,4.48,2.81,41.85,-87.65
0.34,Ideal,F,VS2,62.9,55.0,880,4.48,4.46,2.81,33.7488889,-84.3880556
0.34,Premium,F,VS2,60.7,60.0,880,4.5,4.46,2.72,33.6888889,-78.8869444
0.34,Ideal,F,VS2,62.1,55.0,880,4.51,4.47,2.79,37.775,-122.4183333
0.34,Ideal,F,VS2,62.1,56.0,880,4.51,4.47,2.79,43.133333,-80.266667
0.34,Premium,F,VS2,61.2,59.0,880,4.52,4.47,2.75,38.8902778,-77.0844444
0.34,Ideal,F,VS2,61.6,57.0,880,4.53,4.47,2.77,38.9594444,-84.3880556
0.23,VeryGood,F,VS1,62.1,58.0,373,3.91,3.95,2.44,37.8716667,-122.2716667
0.23,VeryGood,D,VS1,59.0,61.0,373,4.04,4.06,2.39,45.4872222,-122.8025
0.3,Ideal,J,VS1,62.6,53.0,373,4.28,4.32,2.69,36.4202778,-81.4736111
0.24,Good,F,VS1,60.8,64.0,373,3.96,4.0,2.42,34.7544444,-118.2886111
0.26,Good,F,VS1,62.5,56.0,373,4.06,4.1,2.55,35.7511111,-86.93
0.24,Good,F,VS1,58.3,61.0,373,4.09,4.14,2.4,42.1816667,-87.8002778
0.23,Good,E,VS1,64.3,59.0,373,3.84,3.87,2.48,41.76,-70.0833333
0.28,Good,E,SI1,62.6,60.0,373,4.12,4.15,2.59,39.7555556,-105.2205556
0.32,Good,J,SI1,63.2,56.0,374,4.31,4.36,2.74,42.9955556,-71.4552778
0.32,Good,I,SI2,63.4,56.0,374,4.34,4.37,2.76,34.695,-76.5597222
0.32,VeryGood,J,SI1,61.6,58.0,374,4.36,4.4,2.7,-23.568135,140.679376
0.32,VeryGood,J,SI1,63.0,58.0,374,4.32,4.35,2.73,46.5377778,-111.9319444
0.32,Good,I,SI2,63.1,58.0,374,4.34,4.41,2.76,33.415,-111.5488889
0.23,Ideal,G,SI1,61.2,56.0,375,3.97,4.0,2.44,31.7586111,-106.4863889
0.28,Good,J,VVS2,58.4,60.0,375,4.27,4.33,2.51,42.0658333,-94.8666667
0.28,VeryGood,H,VS2,61.4,57.0,376,4.21,4.23,2.59,39.2902778,-76.6125
0.23,Good,F,VS1,63.2,58.0,376,3.86,3.89,2.45,37.4636111,-122.4275
0.26,Ideal,G,SI1,61.8,55.0,377,4.08,4.11,2.53,42.2527778,-71.0027778
0.27,Good,E,VS1,57.5,63.0,377,4.24,4.28,2.45,29.7630556,-95.3630556
0.31,Good,I,SI1,64.3,55.0,377,4.27,4.29,2.75,33.4147222,-111.9086111
0.23,VeryGood,H,VVS2,62.0,55.0,378,3.93,3.95,2.44,39.4577778,-76.3555556
0.24,VeryGood,E,VS1,,57.0,378,,4.1,2.46,34.3916667,-118.5416667
0.23,VeryGood,E,VS1,59.6,65.0,378,3.95,3.97,2.36,34.1063889,-117.5922222
0.23,VeryGood,E,VS1,60.4,62.0,378,3.93,3.99,2.39,36.804169,-114.06882
0.24,Good,E,VS2,63.0,59.0,378,3.96,4.01,2.51,39.7683333,-86.1580556
0.3,Good,H,SI2,63.9,57.0,378,4.24,4.27,2.72,32.7947222,-116.9616667
0.3,Good,H,SI2,63.2,55.0,378,4.26,4.29,2.7,35.0844444,-106.6505556
0.3,Premium,H,SI2,61.9,60.0,378,4.27,4.29,2.65,32.7152778,-117.1563889
0.28,VeryGood,I,VS2,61.9,57.0,379,4.16,4.19,2.58,53.232634,-2.610316
0.31,Ideal,I,SI2,61.0,56.0,379,4.39,4.43,2.69,30.3208333,-86.1416667
0.24,VeryGood,E,VVS2,,59.0,471,3.95,4.0,2.47,34.182578,-118.439676
0.29,VeryGood,G,VS2,61.9,55.0,471,4.25,4.28,2.64,42.3811111,-88.1397222
0.29,VeryGood,G,VS2,61.7,56.0,471,4.27,4.3,2.64,34.8525,-82.3941667
0.29,VeryGood,G,VS2,62.0,55.0,471,4.24,4.27,2.63,41.656174,-72.503751
0.29,VeryGood,G,VS2,62.5,56.0,471,4.21,4.24,2.64,32.753472,-79.952845
0.3,VeryGood,F,SI1,60.3,61.0,471,4.31,4.34,2.61,40.623333,-74.601111
0.32,Ideal,H,SI1,61.0,56.6,471,4.4,4.43,2.7,48.544997,-117.900954
0.24,Good,F,VVS2,64.0,61.0,471,3.91,3.93,2.51,55.433333,-116.483333
0.31,VeryGood,G,VS2,58.8,62.0,471,4.4,4.41,2.59,55.833333,-3.083333
0.32,Premium,H,VS2,62.7,58.0,471,4.33,4.35,2.72,42.4805556,-83.4755556
0.36,VeryGood,E,SI2,62.4,58.0,471,4.54,4.56,2.84,47.2530556,-122.4430556
0.32,Ideal,I,VS1,62.1,57.0,471,4.37,4.42,2.73,27.9472222,-82.4586111
0.32,Ideal,I,VS1,62.3,56.0,471,4.37,4.4,2.73,37.4136111,-79.1425
0.31,Premium,E,SI1,62.7,58.0,471,4.32,4.35,2.72,61.5813889,-149.4394444
0.31,Premium,G,VS2,61.2,59.0,471,4.36,4.4,2.68,41.1305556,-85.1288889
0.23,VeryGood,F,VVS2,60.8,59.0,472,3.97,3.99,2.42,47.4219444,-121.9716667
0.23,VeryGood,F,VVS2,63.1,56.0,472,3.93,3.96,2.49,36.2961111,-119.1411111
0.23,VeryGood,D,VVS2,58.5,62.0,472,4.04,4.06,2.37,36.0113889,-88.6227778
0.23,VeryGood,E,VVS1,61.9,58.0,472,3.94,3.98,2.45,33.0197222,-96.6986111
0.23,VeryGood,E,VVS1,61.4,60.0,472,3.95,3.97,2.43,28.5380556,-81.3794444
0.23,VeryGood,E,VVS1,61.3,58.0,472,3.94,3.96,2.42,52.3,-1.533333
0.23,VeryGood,E,VVS1,62.6,58.0,472,3.96,4.0,2.49,38.3030556,-77.4608333
0.23,VeryGood,E,VVS1,61.8,59.0,472,3.89,3.91,2.41,29.8944444,-81.3147222
0.23,VeryGood,D,VVS1,60.5,55.0,472,4.01,4.02,2.43,38.695,-92.3086111
0.23,Good,E,VVS2,64.5,55.0,472,3.85,3.9,2.5,34.384721,-117.902842
0.23,Good,F,VVS1,60.3,66.0,472,3.93,3.96,2.38,44.475883,-73.212072
0.23,Good,E,VVS1,64.4,57.0,472,3.87,3.9,2.5,40.7141667,-74.0063889
0.25,Ideal,H,VS2,61.0,55.0,472,4.11,4.09,2.5,42.0083333,-91.6438889
0.35,Ideal,I,SI1,61.3,54.0,472,4.51,4.56,2.78,40.0377778,-76.3058333
0.35,Good,I,SI1,63.6,56.0,472,4.5,4.53,2.87,39.5138889,-121.5552778
0.34,Ideal,F,VS2,62.1,56.0,880,4.47,4.45,2.77,34.1866667,-118.4480556
0.34,Ideal,F,VS2,62.6,54.0,880,4.48,4.46,2.8,38.9783333,-76.4925
0.34,Premium,F,VS2,62.9,58.0,880,4.46,4.44,2.8,42.6827778,-89.0186111
0.34,Premium,F,VS2,62.3,57.0,880,4.48,4.44,2.78,33.8302778,-116.5444444
0.34,Premium,F,VS2,62.6,59.0,880,4.48,4.44,2.79,39.4577778,-76.3555556
0.46,Premium,I,SI2,,62.0,880,,,2.97,38.3241667,-85.4725
0.34,Premium,F,VS2,62.6,58.0,880,4.49,4.46,2.8,31.0558333,-97.4641667
0.34,Ideal,H,VVS2,63.0,55.0,880,4.48,4.44,2.81,48.1958333,-114.3119444
0.34,Ideal,E,VS1,62.0,57.0,881,4.49,4.44,2.77,33.5805556,-112.2366667
0.34,Ideal,D,VS2,61.6,55.0,881,4.54,4.48,2.78,24.5552778,-81.7827778
0.34,Premium,D,VS2,59.3,59.0,881,4.59,4.55,2.71,35.6327778,-99.3813889
0.4,VeryGood,D,VS2,61.6,59.0,881,4.7,4.75,2.91,34.8258333,-90.2297222
0.35,Ideal,E,VVS2,,56.0,881,4.54,4.6,2.8,47.2530556,-122.4430556
0.46,Ideal,F,SI2,61.4,56.0,881,4.97,5.0,3.06,49.186823,-2.106568
0.4,VeryGood,H,VVS2,59.7,57.0,882,4.83,4.85,2.89,51.2,4.516667
0.31,Premium,D,VVS1,62.7,58.0,882,4.3,4.31,2.7,43.666667,-79.416667
0.38,Ideal,D,VS1,,57.0,882,,,2.91,38.2544444,-104.6086111
0.35,Ideal,D,VVS2,61.6,56.0,882,4.55,4.57,2.81,53.433333,-1.35
0.31,Ideal,F,VVS1,,53.5,882,,4.39,2.71,50.610446,-96.298722
0.38,Ideal,G,VS1,62.0,55.0,882,4.64,4.68,2.89,46.7216667,-92.4591667
0.43,Premium,E,SI2,61.8,60.0,882,4.85,4.83,2.99,27.961998,-82.443835
0.42,Premium,G,SI1,60.6,62.0,882,4.85,4.82,2.93,33.8463889,-118.0458333
0.42,VeryGood,G,SI1,,56.0,882,4.79,4.75,3.01,28.0833333,-80.6083333
0.42,Ideal,G,SI1,63.0,55.0,882,4.81,4.77,3.02,39.9402778,-82.0133333
0.42,Premium,G,SI1,61.6,61.0,882,4.82,4.79,2.96,44.363296,-72.466343
0.42,Premium,G,SI1,62.7,58.0,882,4.79,4.75,2.99,25.7738889,-80.1938889
0.4,VeryGood,I,VS1,63.5,55.0,882,4.71,4.67,2.98,39.3772222,-76.54
0.4,VeryGood,F,SI1,63.3,58.0,882,4.72,4.69,2.98,44.3125,-94.4602778
0.4,Premium,F,SI1,62.9,58.0,882,4.72,4.69,2.96,39.1616667,-84.7491667
0.4,Good,F,SI1,63.6,56.0,882,4.68,4.63,2.96,38.7297222,-120.7975
0.4,Ideal,F,SI1,62.1,57.0,882,4.69,4.65,2.9,33.7877778,-117.8522222
0.4,VeryGood,F,SI1,63.1,58.0,882,4.69,4.66,2.95,33.8752778,-117.5655556
0.4,Premium,E,SI1,61.4,58.0,882,4.81,4.77,2.94,39.3519444,-83.3827778
0.4,Premium,E,SI1,60.8,62.0,882,4.76,4.72,2.88,42.3583333,-71.0602778
0.4,Good,E,SI1,63.8,56.0,882,4.74,4.7,3.01,43.3991667,-84.9055556
0.4,Premium,E,SI1,61.0,59.0,882,4.74,4.71,2.88,42.5877778,-76.3672222
0.4,Premium,E,SI1,61.7,60.0,882,4.72,4.68,2.9,39.3994444,-84.5613889
0.4,VeryGood,E,SI1,63.3,56.0,882,4.74,4.68,2.98,27.9472222,-82.4586111
0.4,Premium,E,SI1,62.9,59.0,882,4.72,4.69,2.96,38.5816667,-121.4933333
0.4,VeryGood,E,SI1,63.2,56.0,882,4.74,4.69,2.98,37.775,-122.4183333
0.4,VeryGood,E,SI1,63.5,57.0,882,4.72,4.7,2.99,58.746292,26.397212
0.4,Premium,E,SI1,62.0,61.0,882,4.71,4.67,2.91,45.4208333,-122.6694444
0.4,VeryGood,E,SI1,63.5,55.0,882,4.71,4.67,2.98,36.3133333,-82.3536111
0.4,Good,E,SI1,63.9,55.0,882,4.72,4.67,3.0,33.1958333,-80.0133333
0.4,Good,E,SI1,64.2,56.0,882,4.69,4.66,3.0,33.75,44.633333
0.4,VeryGood,E,SI1,63.2,58.0,882,4.7,4.66,2.96,39.0347222,-87.1658333
0.4,Premium,E,SI1,62.2,62.0,882,4.69,4.66,2.91,43.0125,-83.6875
0.4,Good,E,SI1,63.7,56.0,882,4.69,4.66,2.98,27.4986111,-82.575
0.4,Good,E,SI1,63.7,57.0,882,4.69,4.66,2.98,36.9752778,-121.9522222
0.4,Good,E,SI1,63.9,58.0,882,4.67,4.63,2.97,35.3619444,-86.2094444
0.4,VeryGood,E,SI1,63.5,58.0,882,4.67,4.65,2.96,42.9633333,-85.6680556
0.4,Ideal,E,SI1,63.0,57.0,882,4.68,4.65,2.94,52.166667,11.666667
0.4,VeryGood,E,SI1,63.2,56.0,882,4.69,4.65,2.95,10.340556,-68.736944
0.4,Good,E,SI1,63.6,57.0,882,4.69,4.65,2.97,41.341859,-97.446437
0.3,Premium,F,VVS2,59.5,59.0,882,4.42,4.38,2.62,31.5394444,-110.7555556
0.42,Ideal,E,SI2,62.7,55.0,882,4.79,4.78,3.0,40.7966667,-81.5216667
0.4,Premium,F,SI1,61.5,60.0,882,4.77,4.7,2.91,40.3355556,-75.9272222
0.39,VeryGood,E,VS1,59.7,56.0,883,4.8,4.85,2.88,40.9477778,-90.3711111
0.38,VeryGood,F,VS1,62.7,57.0,883,4.71,4.64,2.93,42.586888,-82.919551
0.44,Ideal,D,SI1,62.4,57.0,883,4.86,4.89,3.04,41.0813889,-81.5191667
0.4,Ideal,G,VVS2,61.4,53.0,883,4.73,4.81,2.93,28.5491667,-81.7730556
0.32,Ideal,E,VVS2,61.1,55.0,883,4.41,4.46,2.71,41.85,-87.65
0.32,Ideal,G,IF,62.3,54.0,883,4.39,4.4,2.74,40.096629,-111.570679
0.4,Good,F,VS1,63.0,62.0,883,4.65,4.68,2.94,25.621772,-80.324775
0.42,Premium,F,VS2,61.9,58.0,884,4.76,4.8,2.96,33.9791667,-118.0319444
0.42,Ideal,I,VVS1,,57.0,884,4.85,4.88,2.93,-31.95224,115.861397
0.42,Ideal,I,VVS1,62.7,55.0,884,4.77,4.8,3.0,30.4211111,-87.2169444
0.42,VeryGood,F,VS2,61.7,59.0,884,4.75,4.82,2.95,40.8755556,-123.5272222
0.42,Ideal,I,VVS1,62.4,57.0,884,4.79,4.83,3.0,34.6422222,-82.4561111
0.36,Ideal,G,VVS1,62.1,56.0,884,4.58,4.6,2.85,38.3325,-82.9486111
0.42,Ideal,I,VVS1,62.5,57.0,884,4.77,4.8,2.99,28.5380556,-81.3794444
0.42,Ideal,I,VVS1,62.0,55.0,884,4.8,4.88,3.0,43.856259,18.413076
0.31,Ideal,F,VVS1,61.8,56.0,884,4.33,4.37,2.69,44.7630556,-85.6205556
0.31,Ideal,F,VVS1,61.0,57.0,884,4.38,4.39,2.67,38.9516667,-92.3338889
0.47,Ideal,I,VS2,62.1,54.0,884,4.99,5.03,3.11,44.5236111,-89.5744444
0.47,Ideal,I,VS2,62.1,53.0,884,4.99,5.02,3.11,34.1722222,-118.3780556
0.47,Ideal,I,VS2,62.1,54.0,884,4.98,5.0,3.1,39.6283333,-84.1594444
0.38,Ideal,D,SI1,61.8,55.0,884,4.67,4.69,2.89,42.2208333,-70.9402778
0.38,Ideal,D,SI1,61.3,57.0,884,4.67,4.7,2.87,40.155,-74.8291667
0.4,Premium,D,SI1,60.9,60.0,884,4.78,4.74,2.9,49.9,-119.483333
0.35,VeryGood,E,VS1,,59.9,885,,,2.73,44.6669444,-93.6266667
0.34,Ideal,D,VVS2,61.2,56.0,885,4.5,4.52,2.76,47.4830556,-122.2158333
0.3,Ideal,D,VS1,61.1,57.0,885,4.34,4.37,2.66,37.3722222,-104.2444444
0.3,Ideal,D,VS1,60.8,56.0,885,4.37,4.39,2.66,31.1797222,-83.7891667
0.3,Ideal,D,VS1,60.7,56.0,885,4.38,4.41,2.67,40.7141667,-74.0063889
0.51,Ideal,J,SI2,62.1,56.0,885,5.1,5.14,3.18,45.5947222,-121.1775
0.42,Ideal,H,SI1,61.7,55.0,885,4.84,4.85,2.99,40.6936111,-89.5888889
0.32,VeryGood,F,VVS1,61.6,56.0,886,4.37,4.41,2.7,52.666667,-2.75
0.32,VeryGood,F,VVS1,61.5,56.0,886,4.38,4.4,2.7,53.748575,-2.487529
0.32,VeryGood,F,VVS1,59.4,59.0,886,4.45,4.47,2.65,33.6888889,-78.8869444
0.32,VeryGood,F,VVS1,61.5,57.0,886,4.38,4.41,2.7,37.2152778,-93.2980556
0.32,VeryGood,F,VVS1,62.2,55.0,886,4.39,4.43,2.74,35.2225,-97.4391667
0.38,VeryGood,G,VS1,57.1,63.0,886,4.77,4.86,2.75,39.8397222,-74.1905556
0.33,VeryGood,E,VS1,58.3,62.0,886,4.49,4.57,2.64,46.216667,-63.483333
0.3,VeryGood,F,IF,62.4,56.0,886,4.28,4.31,2.68,41.2222222,-73.0569444
0.3,VeryGood,F,IF,62.0,58.0,886,4.28,4.3,2.66,40.1744444,-74.9230556
0.3,VeryGood,F,IF,62.0,55.0,886,4.33,4.35,2.69,39.5916667,-89.7463889
0.3,VeryGood,F,IF,62.6,55.0,886,4.3,4.32,2.7,41.5308333,-75.5458333
0.3,VeryGood,F,IF,62.1,57.0,886,4.26,4.3,2.66,39.6561111,-77.9319444
0.3,VeryGood,F,IF,62.5,56.0,886,4.27,4.3,2.68,41.6080556,-74.2994444
0.39,Ideal,G,VVS2,62.1,56.0,886,4.67,4.7,2.91,45.055857,-77.854881
0.37,Ideal,E,VS1,61.6,54.7,886,4.61,4.63,2.85,37.2152778,-93.2980556
0.39,Ideal,F,SI1,61.8,55.0,886,4.7,4.72,2.91,36.876389,10.325278
0.3,Ideal,F,IF,61.8,54.0,886,4.34,4.36,2.69,40.1783333,-74.0222222
0.3,Ideal,F,IF,62.0,58.0,886,4.25,4.3,2.65,48.7052778,-119.4383333
0.3,Ideal,F,IF,61.1,58.0,886,4.32,4.36,2.65,42.0083333,-91.6438889
0.3,Ideal,F,IF,61.8,58.0,886,4.27,4.3,2.65,41.5569444,-83.6272222
0.3,Ideal,F,IF,61.8,56.0,886,4.29,4.32,2.66,17.9677778,-66.0616667
0.3,Ideal,F,IF,62.4,56.0,886,4.26,4.3,2.67,47.3075,-122.2272222
0.3,Ideal,F,IF,62.3,57.0,886,4.25,4.29,2.66,31.5544444,-110.3030556
0.3,Ideal,F,IF,62.1,57.0,886,4.29,4.31,2.67,41.2222222,-73.0569444
0.3,Ideal,F,IF,61.7,57.0,886,4.28,4.31,2.65,36.175,-115.1363889
0.3,Ideal,F,IF,61.4,57.0,886,4.34,4.36,2.67,33.827395,-78.642792
0.3,Ideal,F,IF,62.3,55.0,886,4.3,4.34,2.69,36.175,-115.1363889
0.3,Ideal,F,IF,62.3,57.0,886,4.29,4.31,2.68,39.6363889,-74.8027778
0.3,Ideal,F,IF,61.7,58.0,886,4.3,4.32,2.66,33.9533333,-117.3952778
0.3,Ideal,F,IF,62.1,54.0,886,4.32,4.35,2.69,41.4838889,-74.2180556
0.3,Ideal,F,IF,61.8,54.0,886,4.34,4.37,2.69,33.5805556,-112.2366667
0.3,Ideal,F,IF,62.2,56.0,886,4.31,4.34,2.69,31.418714,73.079107
0.3,Ideal,F,IF,62.4,54.0,886,4.33,4.36,2.71,51.666667,-1.283333
0.3,Ideal,F,IF,61.4,56.0,886,4.32,4.34,2.66,33.4708333,-81.975
0.3,Ideal,F,IF,60.9,56.0,886,4.33,4.37,2.65,36.0838889,-87.7947222
0.3,Ideal,F,IF,61.6,58.0,886,4.28,4.32,2.65,35.1494444,-90.0488889
0.3,Ideal,F,IF,,55.0,886,,4.35,2.68,34.7202778,-80.7711111
0.3,Ideal,F,IF,62.2,57.0,886,4.3,4.32,2.68,28.635308,77.22496
0.3,Ideal,F,IF,61.9,57.0,886,4.29,4.33,2.67,42.2911111,-71.125
0.3,Ideal,F,IF,62.5,54.0,886,4.31,4.33,2.7,39.725831,-96.127225
0.3,Ideal,F,IF,62.6,57.0,886,4.25,4.28,2.67,27.8002778,-97.3961111
0.3,Ideal,F,IF,62.1,57.0,886,4.27,4.3,2.66,36.778261,-119.417932
0.3,Ideal,F,IF,61.3,56.0,886,4.33,4.35,2.66,33.5772222,-96.1780556
0.3,Ideal,F,IF,62.1,55.0,886,4.32,4.35,2.69,26.6841667,-80.6677778
0.3,Ideal,F,IF,62.1,55.0,886,4.31,4.35,2.69,47.507046,-122.045115
0.3,Ideal,F,IF,62.0,56.0,886,4.31,4.33,2.68,37.3230556,-122.0311111
0.3,Ideal,F,IF,62.3,53.0,886,4.34,4.36,2.71,34.1063889,-117.3694444
0.3,Ideal,F,IF,62.4,58.0,886,4.25,4.28,2.66,41.5833333,-87.5
0.3,Ideal,F,IF,61.8,56.0,886,4.31,4.33,2.67,38.907231,-77.036464
0.3,Ideal,F,IF,62.3,55.0,886,4.29,4.31,2.68,-30.200678,30.78384
0.3,Ideal,F,IF,62.2,53.0,886,4.34,4.38,2.71,39.0483333,-95.6777778
0.38,Good,I,IF,56.6,59.0,886,4.82,4.87,2.74,33.4147222,-111.9086111
0.42,Ideal,F,SI1,61.6,56.0,886,4.83,4.81,2.97,41.6716667,-72.9497222
0.53,Premium,F,I1,61.3,58.0,886,5.22,5.18,3.19,46.8405556,-123.2311111
0.36,Ideal,E,VVS2,62.0,54.0,887,4.56,4.6,2.84,19.432608,-99.133208
0.35,Ideal,G,VVS1,61.2,56.0,887,4.55,4.57,2.79,35.3338889,-81.8652778
0.35,Ideal,G,VVS1,61.0,56.0,887,4.56,4.59,2.79,33.2147222,-97.1327778
0.35,Ideal,G,VVS1,61.7,56.0,887,4.54,4.57,2.81,33.2075,-92.6661111
0.35,Ideal,H,IF,62.1,54.0,887,4.55,4.59,2.84,41.535,-80.8683333
0.43,Premium,H,SI2,61.8,59.0,887,4.86,4.85,3.0,33.66,-86.8127778
0.37,Premium,E,VS2,61.0,59.0,888,4.65,4.6,2.82,42.2411111,-83.6130556
0.4,VeryGood,E,VS2,63.0,57.0,888,4.67,4.69,2.95,33.9166667,-117.8991667
0.36,Ideal,G,VVS2,61.8,55.0,888,4.57,4.62,2.84,43.0125,-83.6875
0.45,Ideal,H,VS1,62.0,54.0,888,4.92,4.95,3.06,43.318334,-1.981231
0.31,Ideal,F,IF,60.8,56.0,888,4.43,4.45,2.7,35.0844444,-106.6505556
0.41,VeryGood,G,VVS2,59.1,60.0,889,4.84,4.87,2.87,33.5777778,-101.8547222
0.41,VeryGood,D,VS2,62.5,60.0,889,4.72,4.75,2.96,43.133333,-80.266667
0.41,VeryGood,F,VS1,62.9,57.0,889,4.7,4.74,2.97,34.2541667,-110.0291667
0.41,VeryGood,F,VS1,62.1,60.0,889,4.72,4.75,2.94,44.5519444,-69.6322222
0.39,Ideal,E,VS1,59.9,57.0,889,4.78,4.8,2.87,39.7683333,-86.1580556
0.39,VeryGood,E,VS2,61.3,61.0,889,4.66,4.7,2.87,36.0955556,-79.4380556
0.39,VeryGood,E,VS2,60.1,61.0,889,4.72,4.76,2.85,36.9902778,-86.4436111
0.39,Premium,E,VS2,61.4,58.0,889,4.68,4.73,2.89,39.5752778,-76.9961111
0.39,Premium,E,VS2,62.5,60.0,889,4.64,4.67,2.91,36.589778,-103.614014
0.41,Ideal,D,VS2,61.2,57.0,889,4.78,4.82,2.94,32.64,-117.0833333
0.37,Good,E,VS1,62.8,65.0,889,4.51,4.54,2.84,42.2411111,-83.6130556
0.38,Ideal,F,VS2,61.2,57.0,889,4.67,4.64,2.85,34.6086111,-98.39
0.31,VeryGood,E,VVS1,61.2,58.0,890,4.35,4.38,2.67,41.2586111,-95.9375
0.4,VeryGood,F,VS1,61.3,54.0,890,4.8,4.83,2.95,34.279358,-118.502153
0.43,Ideal,J,IF,62.4,56.0,890,4.84,4.87,3.03,45.7811111,-122.5322222
0.35,Ideal,D,VS1,60.8,57.0,890,4.57,4.61,2.79,29.643817,-84.913029
0.43,VeryGood,E,VS1,61.3,56.0,890,4.85,4.88,2.98,45.5,-73.583333
0.32,Ideal,E,VVS2,,55.0,890,,4.4,2.73,33.8186111,-84.5825
0.32,Ideal,E,VVS1,61.3,57.0,890,4.42,4.45,2.72,47.3225,-122.3113889
0.31,Ideal,E,VVS1,61.7,56.0,890,4.38,4.41,2.71,45.911178,-77.074679
0.4,Ideal,D,VS2,61.7,57.0,890,4.72,4.75,2.92,44.1636111,-93.9991667
0.4,Ideal,D,VS2,62.1,53.0,890,4.77,4.8,2.97,41.1016667,-80.7647222
0.4,Ideal,F,VS1,62.0,56.0,890,4.73,4.75,2.94,35.6869444,-105.9372222
0.38,VeryGood,E,VS1,63.0,56.0,891,4.61,4.63,2.91,30.4505556,-91.1544444
0.31,VeryGood,G,IF,61.6,54.0,891,4.4,4.43,2.72,38.9805556,-76.3147222
0.33,Ideal,E,VVS2,61.8,56.0,891,4.44,4.46,2.75,35.3991667,-78.8161111
0.32,Premium,G,IF,59.4,60.0,891,4.45,4.47,2.65,38.5722222,-94.8788889
0.32,Premium,G,IF,61.0,59.0,891,4.38,4.41,2.68,37.6938889,-85.8591667
0.4,Good,D,VS2,63.5,55.0,891,4.66,4.69,2.97,43.3838889,-70.5452778
0.41,Ideal,I,VVS1,62.0,54.5,891,4.77,4.8,2.97,32.3330556,-93.8361111
0.41,Ideal,G,VS2,62.2,57.0,891,4.75,4.77,2.96,53.29279,-6.141937
